time,magnetizing current,I1 A,I2 A,Q1,Q2,Q3,Q4
9.375000000000001e-06,-2.374259978776572,-2.374259978776572,135.58007405473197,1,0,1,0
9.400000000000001e-06,-2.374259978776572,-2.374259978776572,135.11692255663831,1,0,1,0
9.425e-06,-2.374259978776572,-2.374259978776572,134.65938635066266,1,0,1,0
9.450000000000001e-06,-2.374259978776572,-2.374259978776572,134.20790845996873,1,0,1,0
9.475000000000002e-06,-2.374259978776572,-2.374259978776572,133.76246531450425,1,0,1,0
9.5e-06,-2.374259978776572,-2.374259978776572,133.32282019956708,1,0,1,0
9.525000000000001e-06,-2.374259978776572,-2.374259978776572,132.8887515195681,1,0,1,0
9.55e-06,-2.374259978776572,-2.374259978776572,132.46005147746396,1,0,1,0
9.575e-06,-2.374259978776572,-2.374259978776572,132.03652489906992,1,0,1,0
9.600000000000001e-06,-2.374259978776572,-2.374259978776572,131.61798818326847,1,0,1,0
9.625e-06,-2.374259978776572,-2.374259978776572,131.20426836200292,1,0,1,0
9.65e-06,-2.374259978776572,-2.374259978776572,130.7952022563283,1,0,1,0
9.675000000000001e-06,-2.374259978776572,-2.374259978776572,130.39063571677727,1,0,1,0
9.7e-06,-2.374259978776572,-2.374259978776572,129.99042293795958,1,0,1,0
9.725000000000001e-06,-2.374259978776572,-2.374259978776572,129.5944442921463,1,0,1,0
9.750000000000002e-06,-2.374259978776572,-2.374259978776572,129.20329571125563,1,0,1,0
9.775e-06,-2.374259978776572,-2.374259978776572,128.81680397138328,1,0,1,0
9.800000000000001e-06,-2.374259978776572,-2.374259978776572,128.43480598437665,1,0,1,0
9.825000000000002e-06,-2.374259978776572,-2.374259978776572,128.05714798522078,1,0,1,0
9.85e-06,-2.374259978776572,-2.374259978776572,127.68368480141228,1,0,1,0
9.875000000000001e-06,-2.374259978776572,-2.374259978776572,127.31427919442342,1,0,1,0
9.9e-06,-2.374259978776572,-2.374259978776572,126.94880126474061,1,0,1,0
9.925e-06,-2.374259978776572,-2.374259978776572,126.58712791312693,1,0,1,0
9.950000000000001e-06,-2.374259978776572,-2.374259978776572,126.2291423517426,1,0,1,0
9.975e-06,-2.374259978776572,-2.374259978776572,125.87473365959234,1,0,1,0
1e-05,-2.374259978776572,-2.374259978776572,125.52379637748044,1,0,1,0
1.0025000000000001e-05,-2.206729611400896,15.759728871609948,125.76520938107589,1,0,0,1
1.005e-05,-2.0588470967666392,15.942328365814808,126.00822823807012,1,0,0,1
1.0075000000000001e-05,-1.9248378741404444,16.111288604924646,126.25288535345562,1,0,0,1
1.0100000000000002e-05,-1.817085441974981,16.254230877371366,126.49921423542445,1,0,0,1
1.0125e-05,-1.7300378939317695,16.376712041585602,126.7472495486216,1,0,0,1
1.0150000000000001e-05,-1.654687045340801,16.48774540762308,126.99702717074716,1,0,0,1
1.0175e-05,-1.5871874593391844,16.591181719627667,127.24858425276796,1,0,0,1
1.02e-05,-1.5254503673320805,16.68911524452848,127.50195928302392,1,0,0,1
1.0225000000000001e-05,-1.4681847271562443,16.782842723635383,127.7571921555414,1,0,0,1
1.025e-05,-1.4145240941286243,16.873236511999313,128.01432424289555,1,0,0,1
1.0275e-05,-1.3638525434288213,16.96091866714225,128.27339847399747,1,0,0,1
1.0300000000000001e-05,-1.3157131523623153,17.046352478668908,128.53445941721856,1,0,0,1
1.0325e-05,-1.2697555881646507,17.12989489316487,128.79755336930663,1,0,0,1
1.0350000000000001e-05,-1.2257040851386145,17.211828550660556,129.0627284505942,1,0,0,1
1.0375000000000001e-05,-1.18333685938114,17.292382384483332,129.3300347070513,1,0,0,1
1.04e-05,-1.1424723213723655,17.371745424312504,129.5995242197941,1,0,0,1
1.0425000000000001e-05,-1.1029595230749198,17.450076365885735,129.87125122272457,1,0,0,1
1.0450000000000002e-05,-1.064671347589571,17.52751039941788,130.14527222905215,1,0,0,1
1.0475e-05,-1.02749953446901,17.604136179854493,130.4214500002645,1,0,0,1
1.0500000000000001e-05,-0.991350968769156,17.68002879445543,130.6996583425721,1,0,0,1
1.0525000000000002e-05,-0.9561323798340957,17.755287991608814,130.97994260010037,1,0,0,1
1.055e-05,-0.9217380989335928,17.83002616213654,131.26234982749094,1,0,0,1
1.0575000000000001e-05,-0.8881124224812081,17.90430598916457,131.54692888152044,1,0,0,1
1.06e-05,-0.855205675695264,17.978184398464926,131.83373051912133,1,0,0,1
1.0625e-05,-0.822973334476355,18.051713451574997,132.12280750235948,1,0,0,1
1.0650000000000001e-05,-0.7913753054989456,18.12494108178409,132.41421471098124,1,0,0,1
1.0675e-05,-0.7603753309617498,18.197911706639328,132.70800926320754,1,0,0,1
1.0700000000000001e-05,-0.7299404925508592,18.270666742524146,133.00425064552505,1,0,0,1
1.0725000000000001e-05,-0.7000407950962174,18.3432450409476,133.30300085230672,1,0,0,1
1.075e-05,-0.670648814789364,18.415683261808713,133.60432453618654,1,0,0,1
1.0775000000000001e-05,-0.641739400116739,18.48801619562859,133.90828917021727,1,0,0,1
1.0800000000000002e-05,-0.6132894161514817,18.56027704427126,134.2149652229592,1,0,0,1
1.0825e-05,-0.5852775247503451,18.632497667789853,134.5244263477814,1,0,0,1
1.0850000000000001e-05,-0.557683994672294,18.704708803586385,134.83674958781077,1,0,0,1
1.0875e-05,-0.530490536780343,18.77694026295356,135.1520155981373,1,0,0,1
1.09e-05,-0.5036801603873791,18.849191824180696,135.47010389197652,1,0,0,1
1.0925000000000001e-05,-0.47723704751827534,18.921458028715655,135.79086553363751,1,0,0,1
1.095e-05,-0.45114644242774604,18.993763398138114,136.11436888396102,1,0,0,1
1.0975e-05,-0.4253945541684832,19.066131911918013,136.44068526260548,1,0,0,1
